timestamp,action,price,balance,regime,reason
1780955100.0,BUY,259798.0,22.14112930496668,trending,3 bullish / 0 bearish votes (need 3) in trending regime
1780960500.0,SELL,258000.0,43.758686714954436,trending,0 bullish / 3 bearish votes (need 3) in trending regime
1780970100.0,BUY,255909.0,22.067016714954434,trending,3 bullish / 0 bearish votes (need 3) in trending regime
1780972200.0,SELL,255680.0,43.69597472112069,trending,0 bullish / 3 bearish votes (need 3) in trending regime
1780980900.0,BUY,257924.0,22.07437472112069,trending,3 bullish / 0 bearish votes (need 3) in trending regime
1780989000.0,SELL,257648.0,43.62968404944996,trending,0 bullish / 3 bearish votes (need 3) in trending regime
1781031900.0,BUY,252413.0,22.028104049449965,trending,3 bullish / 1 bearish votes (need 3) in trending regime
1781045700.0,SELL,251465.0,43.50555602418977,trending,0 bullish / 3 bearish votes (need 3) in trending regime
1781066100.0,BUY,249501.0,21.903976024189774,ranging,3 bullish / 0 bearish votes (need 3) in ranging regime
1781067300.0,SELL,249260.0,43.4415721428426,trending,0 bullish / 3 bearish votes (need 3) in trending regime
1781071500.0,BUY,249940.0,21.920072142842603,trending,3 bullish / 0 bearish votes (need 3) in trending regime
1781081100.0,SELL,249500.0,43.360760908146275,trending,1 bullish / 3 bearish votes (need 3) in trending regime
1781094600.0,BUY,251547.0,22.019440908146276,trending,3 bullish / 1 bearish votes (need 3) in trending regime
1781112000.0,SELL,253109.0,43.45037666218032,trending,0 bullish / 3 bearish votes (need 3) in trending regime
1781137200.0,BUY,252130.0,22.129076662180317,trending,3 bullish / 0 bearish votes (need 3) in trending regime
1781148900.0,SELL,254920.0,43.6432407997284,ranging,1 bullish / 3 bearish votes (need 3) in ranging regime
1781150100.0,BUY,255994.0,22.111730799728402,trending,3 bullish / 1 bearish votes (need 3) in trending regime
1781164800.0,SELL,255673.0,43.57327561628661,trending,0 bullish / 3 bearish votes (need 3) in trending regime
1781166900.0,BUY,256341.0,21.94166561628661,trending,3 bullish / 1 bearish votes (need 3) in trending regime
1781180400.0,SELL,255717.0,43.4775039161684,trending,1 bullish / 3 bearish votes (need 3) in trending regime
1781199900.0,BUY,258851.0,22.126173916168405,trending,3 bullish / 1 bearish votes (need 3) in trending regime
1781209500.0,SELL,258172.0,43.37894849011249,trending,1 bullish / 3 bearish votes (need 3) in trending regime
1781213700.0,BUY,258898.0,21.767358490112493,trending,3 bullish / 0 bearish votes (need 3) in trending regime
1781220300.0,SELL,258343.0,43.28953225982103,trending,0 bullish / 3 bearish votes (need 3) in trending regime
1781226300.0,BUY,258388.0,21.78805225982103,ranging,3 bullish / 1 bearish votes (need 3) in ranging regime
1781227200.0,SELL,258000.0,43.21434976589717,trending,1 bullish / 3 bearish votes (need 3) in trending regime
1781240400.0,BUY,258547.0,21.72287976589717,trending,3 bullish / 0 bearish votes (need 3) in trending regime
1781242500.0,SELL,257846.0,43.11325624050333,trending,0 bullish / 3 bearish votes (need 3) in trending regime
1781254200.0,BUY,257946.0,21.711876240503333,trending,3 bullish / 0 bearish votes (need 3) in trending regime
1781261400.0,SELL,258928.0,43.1518084719006,trending,0 bullish / 3 bearish votes (need 3) in trending regime
1781274900.0,BUY,259453.0,21.8605384719006,trending,3 bullish / 1 bearish votes (need 3) in trending regime
1781281200.0,SELL,259559.0,43.11794967959525,trending,0 bullish / 3 bearish votes (need 3) in trending regime
1781310600.0,BUY,258882.0,21.68653967959525,trending,3 bullish / 0 bearish votes (need 3) in trending regime
1781320200.0,SELL,259478.0,43.12437064513168,trending,0 bullish / 3 bearish votes (need 3) in trending regime
1781327400.0,BUY,259109.0,21.602870645131677,trending,3 bullish / 0 bearish votes (need 3) in trending regime
1781346900.0,SELL,259897.0,43.14669086943882,trending,0 bullish / 3 bearish votes (need 3) in trending regime
1781348400.0,BUY,260189.0,21.605170869438822,trending,3 bullish / 0 bearish votes (need 3) in trending regime
1781371500.0,SELL,260879.0,43.160663084405634,trending,0 bullish / 3 bearish votes (need 3) in trending regime
1781381100.0,BUY,261500.0,21.599123084405633,trending,3 bullish / 0 bearish votes (need 3) in trending regime
1781395500.0,SELL,262606.0,43.20859423836357,trending,1 bullish / 3 bearish votes (need 3) in trending regime
1781397600.0,BUY,262994.0,21.647054238363566,trending,3 bullish / 0 bearish votes (need 3) in trending regime
1781411400.0,SELL,263064.0,43.17124171579651,trending,0 bullish / 3 bearish votes (need 3) in trending regime
1781424000.0,BUY,262454.0,21.629721715796514,trending,3 bullish / 0 bearish votes (need 3) in trending regime
1781428800.0,SELL,262160.0,43.10411919802197,trending,1 bullish / 3 bearish votes (need 3) in trending regime
1781465700.0,BUY,259846.0,21.54257919802197,trending,3 bullish / 1 bearish votes (need 3) in trending regime
1781485200.0,SELL,265830.0,43.55658834882668,trending,0 bullish / 3 bearish votes (need 3) in trending regime
1781504400.0,BUY,267551.0,21.88493834882668,trending,3 bullish / 0 bearish votes (need 3) in trending regime
1781508300.0,SELL,267904.0,43.54182424497358,trending,1 bullish / 3 bearish votes (need 3) in trending regime
1781520300.0,BUY,266829.0,21.840144244973583,trending,3 bullish / 0 bearish votes (need 3) in trending regime
1781543400.0,SELL,271701.0,43.893921017063576,trending,0 bullish / 3 bearish votes (need 3) in trending regime
1781568000.0,BUY,269595.0,22.042091017063576,trending,3 bullish / 0 bearish votes (need 3) in trending regime
1781576700.0,SELL,268001.0,43.721318629482205,trending,1 bullish / 3 bearish votes (need 3) in trending regime
1781583600.0,BUY,269290.0,21.989608629482206,trending,3 bullish / 0 bearish votes (need 3) in trending regime
1781586600.0,SELL,269002.0,43.65470345877405,trending,0 bullish / 3 bearish votes (need 3) in trending regime
