timestamp,open,high,low,close,volume
1724169600,259616.0,262048.0,259001.0,262047.0,3.935352
1724184000,262047.0,262587.0,259736.0,260889.0,3.599188
1724198400,260890.0,261846.0,259865.0,261501.0,5.947575
1724212800,261500.0,262739.0,261500.0,262476.0,3.260957
1724227200,262731.0,263523.0,260773.0,261654.0,5.54756
1724241600,261655.0,264622.0,260145.0,262873.0,6.919614
1724256000,262873.0,269949.0,262168.0,269949.0,5.497684
1724270400,269950.0,270389.0,268620.0,269272.0,7.558925
1724284800,269272.0,269274.0,264001.0,266664.0,7.350964
1724299200,266664.0,268742.0,266664.0,268741.0,3.887995
1724313600,268741.0,269434.0,268181.0,269433.0,5.605496
1724328000,269433.0,269434.0,265504.0,265772.0,10.253865
1724342400,265891.0,266454.0,265639.0,265849.0,4.266319
1724356800,265850.0,266831.0,265850.0,266154.0,1.740541
1724371200,266153.0,268498.0,266153.0,266512.0,3.103851
1724385600,266513.0,268886.0,266512.0,268009.0,2.798942
1724400000,268183.0,268999.0,266783.0,266783.0,2.657603
1724414400,266781.0,271926.0,266781.0,269268.0,7.05325
1724428800,269204.0,277456.0,269149.0,277455.0,5.154124
1724443200,277455.0,282000.0,277444.0,278926.0,7.179589
1724457600,278794.0,279487.0,276301.0,277605.0,3.366103
1724472000,277606.0,279371.0,277000.0,279258.0,2.04414
1724486400,279264.0,280000.0,278801.0,279001.0,2.672522
1724500800,279001.0,279635.0,278050.0,278508.0,1.798249
1724515200,278302.0,280000.0,276856.0,279534.0,3.382778
1724529600,279591.0,279968.0,274658.0,278743.0,4.505016
1724544000,279043.0,280000.0,278097.0,278826.0,3.680917
1724558400,278904.0,278998.0,277718.0,277718.0,1.041212
1724572800,277718.0,278221.0,277000.0,277808.0,2.995109
1724587200,277807.0,279197.0,277690.0,278927.0,1.421
1724601600,278920.0,279238.0,278524.0,279222.0,0.467933
1724616000,279092.0,282000.0,278617.0,279432.0,4.326523
1724630400,279312.0,279998.0,277004.0,278302.0,4.607285
1724644800,278359.0,278499.0,276227.0,276229.0,3.072737
1724659200,276401.0,277933.0,275006.0,277365.0,2.926471
1724673600,277193.0,277412.0,275000.0,276047.0,3.074611
1724688000,275885.0,276996.0,275338.0,275338.0,1.716766
1724702400,275463.0,276054.0,273133.0,273377.0,2.285863
1724716800,273378.0,275031.0,272729.0,274089.0,2.550956
1724731200,274088.0,274882.0,273753.0,273998.0,2.013001
1724745600,273999.0,274000.0,272076.0,272262.0,5.184549
1724760000,272263.0,272475.0,268714.0,268936.0,5.583127
1724774400,268940.0,270500.0,268711.0,270000.0,1.451274
1724788800,269867.0,270127.0,255000.0,260320.0,14.957186
1724803200,260320.0,260448.0,257847.0,260438.0,7.866398
1724817600,260396.0,260546.0,256710.0,256711.0,5.384071
1724832000,256710.0,262545.0,256710.0,261488.0,6.7426
1724846400,261466.0,261795.0,256000.0,257029.0,6.93658
1724860800,257028.0,260079.0,253301.0,258022.0,5.65318
1724875200,257002.0,260318.0,256503.0,257416.0,3.220194
1724889600,257226.0,258162.0,256437.0,257141.0,2.975811
1724904000,257135.0,259212.0,256815.0,258798.0,3.057537
