timestamp,action,price,balance,regime,reason
2026-08-22T04:04:14.000000+00:00,RESET,,100.0,-,manual test reset - allocation bumped to RM100 for testing the balance-check/allocation features
2026-08-23T15:59:32.698800+00:00,BUY,309562.0,90.0,-,MANUAL: user-issued BUY command
2026-08-23T15:59:58.337589+00:00,SELL,309562.0,100.0,-,MANUAL: user-issued SELL command
2026-08-24T04:22:57.012244+00:00,BUY,309579.0,50.0,-,MANUAL: user-issued BUY command
2026-08-24T09:47:36.786352+00:00,SELL,310337.0,100.12242432464734,-,MANUAL: user-issued SELL command
2026-08-25T04:42:19.171703+00:00,BUY,323507.0,80.10242432464734,-,MANUAL: user-issued BUY command
2026-08-25T04:43:02.489399+00:00,SELL,323507.0,100.08242432464735,-,MANUAL: user-issued SELL command
